11276,21096,Yunming,Cappelletti,M,32480
11273,22624,Make,Guting,X,31968
10221,20880,Yucai,Granlund,M,32361
11238,28/12/1962,Kwan,Chenoweth,M,24/09/1988
10237,22/09/1952,Yannis,Mandell,F,32820
11599,23/03/1958,Deniz,Ashish,M,13/03/1989
11543,21/07/1959,Takahiro,Krohm,M,31781
10395,17/02/1952,Takahiro,Deverell,M,31869
11960,15/01/1960,Moss,Flasterstein,M,28/07/1988
10845,24/12/1960,Hidde,Tasistro,F,30/06/1988
10383,13/11/1963,Leucio,Aumann,M,19/06/1991
10182,22373,Moriyoshi,Merey,F,32913
10149,20/05/1953,Xiadong,Perry,F,31543
10151,21704,Itzchak,Lichtner,M,33150
11480,13/09/1960,Masoud,Itschner,F,13/03/1990
11636,16/06/1955,Fumitaka,Shiratori,M,16/11/1992
11875,13/02/1959,Luisa,Sambasivam,F,25/07/1992
10783,13/11/1963,Moty,Kenevan,M,15/05/1994
11739,21440,Venkatesan,Serot,F,31322
10974,19178,Muneo,Papsdorf,M,25/11/1985
10608,20400,Adhemar,Talmor,F,25/05/1986
10560,21920,Yinlin,Esteva,F,28/09/1988
10161,19514,Hairong,Mellouli,X,32206
10299,21/06/1960,Ipke,Stentiford,F,33147
11979,22899,Abdulah,Akazan,F,34555
10243,22/12/1960,Wonhee,Pouyioutas,M,24/11/1985
10157,23/04/1954,Nigel,Aloisi,M,31089
11280,23468,Lillian,Restivo,F,32697
10585,23295,Sajjad,Willoner,F,31533
11925,15/04/1956,Feiyu,Pashtan,M,35101
11974,13/10/1963,Vojin,Sabnani,M,23/07/1989
10837,20973,Chuanti,Karlin,M,14/01/1986
10911,22/07/1959,Shay,Casley,M,25/06/1988
10899,22955,Valery,Rousseau,F,32669
11027,13/12/1955,Remzi,Cappello,M,31598
10014,20791,Berni,Genin,M,32084
11460,19/11/1955,Mana,Maraist,M,14/03/1992
10255,23591,Roddy,Garnick,M,34308
10235,27/03/1958,Susanta,Roccetti,F,34854
10356,19336,Vasilis,Standera,M,32302
10106,29/08/1952,Eben,Aingworth,M,19/12/1990
10052,26/02/1961,Heping,Nitsch,M,21/05/1988
11838,13/04/1955,Taiji,Nitta,M,29/09/1985
11611,24/09/1956,Annemarie,Mateescu,F,31455
11648,26/09/1959,Gill,Ponthieu,M,15/02/1992
11013,31/03/1961,Breannda,Vesel,M,13/09/1996
11088,14/11/1956,Sadun,Hennings,M,25/08/1989
11526,19/04/1954,Tonny,Impagliazzo,M,23/02/1992
10691,18/11/1957,Denny,Setia,M,17/09/1989
11688,21284,Denis,Coullard,F,29/10/1994
11049,23347,Gift,Apsitis,F,35038
11108,15/04/1962,Danae,Grabner,F,33944
10441,27/04/1958,Adel,Perfilyeva,M,32484
11662,25/04/1963,Mokhtar,Hofting,M,31177
10611,23686,Karsten,Blokdijk,M,16/09/1989
10825,27/03/1958,Fan,Fairtlough,M,30/12/1985
11733,25/05/1954,Leszek,Sudbeck,F,33939
10079,22411,Kshitij,Gils,F,27/03/1986
10961,28/03/1957,Weiwu,Choobineh,M,14/05/1986
10289,30/11/1956,Shay,Poulakidas,M,33030
11627,24/09/1964,Zeljko,Schreiter,M,33249
10278,20335,Lubomir,Nitsch,M,17/05/1991
11631,18/11/1960,Kristin,Malinowski,M,14/04/1992
10798,18/07/1961,Elliott,Bednarek,M,33849
10745,23/10/1953,Poorav,Ranze,F,26/05/1987
10111,29/08/1963,Hugo,Rosis,F,19/06/1988
11892,21924,Tesuro,Lorys,M,34220
10420,23073,Kaijung,Riesenhuber,M,17/01/1988
11024,17/06/1954,Manton,Collavizza,M,34823
10365,28/04/1958,Rosine,Granlund,X,31814
11146,25/06/1954,Ishfaq,Masand,F,21/03/1988
10995,26/02/1963,Chenye,Hertweck,F,19/07/1997
11772,19/06/1954,Gaurav,Penz,F,31879
11241,23/09/1956,Yolla,Clemencon,M,35772
10428,25/06/1957,Cathie,Brlek,M,33700
10179,25/11/1961,Deniz,Duclos,F,32973
11135,14/09/1958,Xinyu,Mellouli,X,22/10/1991
10628,18/04/1954,Krisda,Krogh,M,31360
11643,21075,Gila,Redmiles,M,17/12/1993
11795,15/12/1960,Herbert,Erman,F,24/03/1992
11462,28/01/1959,Chikara,Maginnis,M,27/04/1990
10260,14/07/1961,Alper,Suomi,F,13/04/1991
10817,21226,Uri,Rullman,F,26/12/1990
11728,29/09/1961,Serge,Makrucki,M,31789
11642,23/06/1956,Dmitri,Verhoeff,M,33250
10165,16/06/1960,Miyeon,Macedo,M,17/05/1988
10100,21/04/1953,Hironobu,Haraldson,F,21/09/1987
10755,22925,Odysseas,Ressouche,M,16/06/1988
11057,13/02/1959,Adly,Vural,M,35406
11121,13/02/1953,Vugranam,Kakkad,F,21/02/1987
10156,19/09/1964,Sumali,Fargier,M,31323
10109,25/11/1958,Mariusz,Prampolini,F,16/06/1993
11398,30/05/1953,Oscar,Peir,M,23/08/1986
11214,22343,Elgin,Ibel,F,25/11/1991
11069,21/06/1960,Pragnesh,Luff,F,29/08/1988
11569,29/08/1959,Kasidit,Geffroy,F,31573
11744,23568,Felicidad,Auria,F,23/08/1989
11072,22558,Arfst,Pulkowski,M,27/12/1985
11585,28/05/1959,Chaitali,Vandervoorde,M,13/10/1994
11908,13/09/1957,Candida,Iisaku,F,16/10/1985
11021,13/07/1954,Srinidhi,Henders,F,24/05/1985
10843,22410,Honesty,Smeets,M,26/04/1990
11437,18/07/1956,Supot,Vidya,M,33580
10747,20122,Falguni,Khalid,M,33095
11286,23479,Joydip,Gini,F,16/02/1988
10024,21314,Suzette,Pettey,F,19/05/1997
10189,20434,Khalid,Erva,M,32638
10537,29/06/1962,Stella,Benzmuller,M,25/09/1996
11548,13/11/1962,Nahid,Leuchs,M,16/05/1986
11760,30/03/1959,Along,Miake,F,15/09/1985
10997,30/08/1959,Alselm,Parascandalo,F,34490
10517,18/06/1953,Tiina,Speek,M,25/12/1990
11869,14/09/1955,Fumino,Luca,F,35407
11410,27/11/1953,Gro,Vendrig,M,13/07/1997
10074,28/08/1955,Mokhtar,Bernatsky,F,13/08/1990
11524,26/10/1955,Xiadong,Standera,M,20/09/1988
11161,30/01/1957,Ung,Ashish,M,31/05/1988
11481,17/04/1961,Sven,Schrooten,M,31482
10417,23409,Bingning,Bakhtari,M,33941
10180,29/01/1956,Shaw,Wendorf,M,25/02/1986
11478,18/03/1962,Nidapan,Ginneken,M,29/08/1993
10148,20920,Douadi,Azumi,M,34982
11665,21644,Fai,Linnainmaa,M,32513
11912,15/08/1964,Kristian,Giaccio,M,13/11/1985
11261,23140,Claudi,Demri,F,31940
10018,19/06/1954,Kazuhide,Peha,F,31840
11018,21954,Berthier,Luby,F,32209
11034,23/10/1961,Moti,Shrader,F,33970
11345,23689,Youngkon,Maierhofer,M,30/03/1985
11949,27/01/1953,Martijn,Harbusch,M,31354
10992,26/11/1958,Zhensheng,Juneja,X,32150
10507,18/02/1964,Kasidit,Belinskaya,M,26/04/1985
11028,23/02/1952,Miyeon,Krider,M,18/06/1986
11290,19545,Visit,Dredge,M,31268
11205,22768,Tayeb,Ebeling,M,23/08/1993
11263,22533,Kwangjo,Fiebach,M,15/08/1989
10020,24/12/1952,Mayuko,Warwick,M,26/01/1991
10140,21127,Yucel,Auria,F,14/03/1991
10154,17/01/1957,Abdulah,Thibadeau,F,33219
11325,19147,Samphel,Rossi,F,36434
10489,24/08/1958,Elvia,Homond,M,32790
10361,22/04/1961,Seshu,Sidou,F,23/10/1986
10923,29/04/1957,Younwoo,Maquelin,X,33120
11929,18/05/1959,Kendra,Beeson,F,32846
11894,23/12/1954,Mitchel,Validov,M,22/06/1988
11399,21220,Luisa,Plotkin,M,31292
11709,21858,Insup,Wossner,M,31301
10465,13/03/1963,Claudi,Shackel,M,31786
10304,20639,Bernt,Erie,M,16/11/1992
11956,31/03/1958,Mokhtar,Maccarone,M,15/08/1991
10050,21/05/1958,Yinghua,Dredge,M,25/12/1990
11243,14/06/1955,Udi,Desikan,F,34558
11866,20/06/1956,Bojan,Gihr,M,32456
10881,13/06/1959,Katsuo,Miake,M,18/04/1996
10511,18/06/1963,Khoa,Marrevee,M,27/01/1992
11045,28/04/1957,Chikako,Schueller,F,31298
10982,27/02/1964,Yishay,Decleir,M,32823
10695,30/08/1962,Zorica,Acton,M,32636
11392,27/01/1956,Fatemeh,Reeken,M,35766
11142,19/11/1964,Moheb,Raney,X,13/07/1985
11214,22343,Elgin,Ibel,F,25/11/1991
11116,22134,Sverrir,Milicic,M,23/10/1992
10973,22322,Valdiodio,Raczkowsky,M,32631
10351,23/08/1963,Tadahiko,Strehl,F,31231
11176,23540,Mingzeng,Heinisuo,M,15/06/1985
11226,18/05/1961,Margareta,Akiyama,F,13/07/1986
11897,23/11/1952,Cordelia,Setlzner,M,27/12/1987
11436,25/02/1961,Christfried,Lindqvist,M,29/08/1995
10815,22261,Renny,Pramanik,M,19/04/1994
10795,14/12/1954,Supot,Naudin,M,21/05/1985
11385,19087,Shiv,Ullian,M,22/05/1988
10201,15/12/1956,Idoia,Kavraki,F,22/11/1986
11344,31/01/1956,Paddy,Gulak,M,33151
10769,22688,Vishv,Bouloucos,M,16/08/1987
10711,20/06/1963,Arvind,DuBourdieux,F,21/06/1991
10086,19/11/1962,Somnath,Foote,M,16/02/1990
11826,20/02/1964,Carrsten,Rotem,M,32301
10844,19785,Dipayan,Koprowski,M,31839
11279,22048,Masanao,Ranft,M,32516
11456,21/07/1958,Anyuan,Seuren,F,35927
10345,13/12/1960,Arra,Ratnakar,M,34192
10142,29/08/1956,Tzvetan,Hettesheimer,M,28/10/1993
10553,23591,Rajmohan,Wallrath,F,27/10/1985
10884,21369,Teunis,Kleiser,F,15/04/1993
10360,22017,Irene,Munck,M,35164
10633,21065,Sorina,Herber,M,17/06/1985
10146,21885,Chenyi,Syang,M,28/06/1988
11674,29/10/1959,Dzung,Gyimothy,M,31838
11192,19154,Apostol,Bahr,M,30/09/1991
11686,14/11/1952,Nadjib,Srimani,F,14/10/1989
10063,19153,Gino,Leonhardt,F,32724
10369,21033,Qunsheng,Toyoshima,M,17/05/1986
11675,23656,Slavian,Pettit,M,31603
10669,30/05/1956,Yurij,Iisaka,F,34948
10903,21281,Visit,Nyanchama,M,14/02/1989
10807,23/06/1964,Munehiro,Zallocco,X,23/10/1986
11958,22198,KayLiang,Leivant,F,31848
10512,16/11/1955,Udi,Gihr,M,31747
11461,18/04/1955,Kish,Cronau,M,19/08/1986
10714,28/09/1960,Aran,Sadowsky,M,35737
11545,22654,Bartek,Lieblein,F,19/09/1986
11383,22/02/1964,Billur,Herbst,M,18/03/1992
11759,22648,Feixiong,Cincotta,M,30/04/1988
10124,23/05/1962,Geraldo,Marwedel,M,33367
11124,23352,Gladys,Porenta,M,16/04/1990
10043,19/09/1960,Yishay,Tzvieli,M,20/10/1990
10865,16/03/1961,Danco,Etalle,M,19/04/1991
11209,25/06/1964,Xuejun,Penn,M,35590
10403,20458,Atreyi,Mungall,F,13/09/1991
10894,21/08/1958,Suebskul,Srimani,F,18/07/1991
11883,27/05/1952,Nectarios,Bhattacharjee,F,16/04/1988
10250,21527,Serap,Etalle,M,30/08/1992
10726,20029,Zita,Minakawa,F,31056
10122,19/01/1965,Ohad,Esposito,M,23/12/1992
11352,26/09/1961,Toney,Terekhov,X,25/11/1985
10288,21587,Selwyn,Perri,M,29/08/1994
11137,17/03/1955,Hugh,Luca,X,31/07/1986
11609,27/08/1964,Sigeru,Marrakchi,M,33305
11318,23629,Gopalakrishnan,Unno,F,25/01/1986
10418,29/06/1952,Candida,Porotnikoff,F,20/04/1989
11125,27/02/1959,Munir,Spieker,M,26/02/1988
11357,25/05/1958,Radoslaw,Azevdeo,M,15/05/1993
11168,19423,Shmuel,Tetzlaff,F,15/07/1996
11617,21287,Masaki,Peroz,X,29/06/1987
11221,29/11/1953,Alselm,Hammerschmidt,M,22/08/1989
11660,19/07/1955,Gill,Stenning,F,22/11/1986
11060,30/06/1953,Genevieve,Pokrovskii,F,33302
10773,22227,Avishai,Bahr,F,31059
10524,21586,Shigehiro,Cincotta,F,31300
10248,24/09/1955,Frederique,Tempesti,F,13/08/1991
11186,15/07/1953,Kshitij,Stasinski,M,34619
11030,20795,Kwan,Hellwagner,F,32391
10567,21/05/1957,Dietrich,Journel,M,18/10/1992
10275,22/10/1961,Marek,Luck,F,31998
10959,19/06/1956,Kerryn,Vigier,M,34337
10144,17/06/1959,Marla,Brendel,M,14/10/1985
10581,20/11/1956,Odinaldo,Prochazka,F,32388
11133,13/12/1955,Nalini,Azulay,M,32235
10600,17/08/1963,Emran,Rettelbach,F,22/12/1985
11253,19307,Koldo,Pokrovskii,M,22/05/1992
11672,28/04/1959,Munir,Businaro,M,31820
10090,30/05/1961,Kendra,Hofting,M,14/03/1986
11420,30/04/1955,Tsutomu,Lalonde,F,31/01/1992
10549,20/03/1957,Beshir,Kisuki,M,26/10/1995
10316,20/06/1958,Christoper,Schwaller,M,31876
10183,17/10/1954,Mechthild,Bonifati,X,35377
10953,23/06/1956,Jahangir,Laventhal,F,32113
10840,26/04/1961,Mohammad,Koshino,M,34065
10661,20640,Ottavia,Giarratana,F,32478
11741,27/05/1962,Valeri,Vigier,F,32600
11651,13/02/1961,Guoxiang,Giveon,M,32028
11381,22076,Shir,Vural,M,33580
11904,22773,DeForest,Flasterstein,M,34126
11369,22291,Alair,Camarinopoulos,F,33366
10789,19/05/1964,Aruna,Journel,F,31810
11834,20/05/1962,Mana,Wegerle,F,32967
10217,19912,Yongmin,Roison,F,31751
10219,19029,Genta,Kolvik,X,31/03/1993
11663,21043,Maria,Trumbly,F,32090
10306,19396,Heng,Kilgour,M,34129
10666,23446,Zhonghua,Reeker,M,20/05/1989
10112,13/08/1963,Yuichiro,Swick,F,31269
10706,21864,Gonzalo,Eldridge,M,17/12/1989
10344,24/07/1957,Uwe,Garnier,F,25/06/1994
11041,23712,Stamatina,Matheson,M,31389
11333,19/06/1960,Heon,Slobodova,M,14/02/1988
11349,19488,Yurii,Hammerschmidt,M,27/06/1992
11602,19610,Somnath,Malabarba,M,21/06/1993
10768,24/06/1955,Ishfaq,Candan,M,31144
11776,20/10/1961,Giordano,Zaccaria,F,31543
10474,24/02/1962,Kenton,Garnham,F,28/09/1985
10387,19064,Parto,Wrigley,F,19/02/1987
11512,24/09/1962,Nidapan,Hagimont,F,31786
10777,20401,Mizuhito,Kemmerer,F,32270
11888,19118,Badri,Azulay,M,28/11/1994
11493,13/02/1957,Shen,Sevcikova,M,22/07/1995
10896,23715,Adil,Taubenfeld,M,34556
11320,13/04/1954,Atilio,McAlpine,M,24/11/1987
11171,22293,Yuguang,Passino,F,33704
10504,19544,Xiong,Varker,M,32214
11970,21348,Toong,Marrakchi,M,24/05/1985
11305,22/12/1960,Augustine,Schwabacher,F,31720
11633,21799,Kazuyasu,Teitelbaum,F,27/08/1991
10615,30/08/1955,Keung,Delgrande,M,35341
11476,20/06/1954,Manton,Yoshizawa,F,15/01/1994
10677,20/02/1963,Alejandra,Perng,F,35256
11458,21436,Stevo,Chenoweth,F,31208
11079,18/09/1952,Piyush,Garigliano,M,34222
10830,17/08/1954,Fen,Fiebach,M,24/08/1991
10610,24/06/1955,Irena,Roccetti,F,35373
11930,22706,Shai,Radivojevic,F,14/01/1991
12001,22078,Ulf,Hofstetter,F,32784
10040,13/09/1959,Weiyi,Meriste,F,14/02/1993
10480,25/01/1965,Make,Baba,F,18/05/1988
11396,20242,Anneke,Servieres,F,35522
10756,24/06/1958,Paddy,Brizzi,M,21/11/1995
10026,19422,Yongqiao,Berztiss,M,20/03/1995
10705,17/06/1963,Hironobu,Wynblatt,M,18/07/1990
10440,21827,Akeel,Narahara,F,31/03/1994
11102,14/03/1959,Bernardo,Carrera,M,33298
11843,16/01/1959,Zongyan,Slaats,M,26/05/1985
10715,21/11/1959,Goa,Poehlman,M,25/09/1995
10934,21/05/1960,Bartek,Strooper,F,34284
10186,16/07/1953,Shigehito,Kropatsch,M,28/03/1986
11026,24/11/1957,Heon,Ossenbruggen,M,33461
11266,20340,Florina,Rohrbach,M,34793
11515,20151,Ulf,Basawa,F,27/02/1986
10515,15/12/1963,Raimond,Kirkerud,M,28/10/1989
10346,29/01/1963,Aamod,Radwan,M,27/01/1987
11532,21188,Shahab,Cromarty,M,33250
11583,23534,Margo,Domenig,M,31661
11074,17/08/1963,Spyrose,Peak,M,23/04/1992
10720,17/06/1956,Odinaldo,Kruskal,M,31055
11880,22/08/1960,Akeel,Esposito,F,31/01/1993
11551,28/08/1962,Subhrajyoti,Gonthier,X,21/04/1985
11094,28/08/1958,Xiaoshan,Ratnaker,X,26/08/1991
11358,21/04/1960,Nevin,Petereit,F,32910
10252,30/01/1961,Shirish,Wegerle,F,33096
11423,16/09/1954,Guangming,Kopetz,M,14/06/1993
10698,13/09/1959,Barton,Engberts,M,34558
10737,22199,Vincent,Schwartzbauer,M,15/10/1990
10568,19402,Gao,Poulakidas,F,14/02/1989
11179,25/06/1960,Kerhong,Veccia,F,31/03/1992
10900,18/07/1955,Ferdinand,Prenel,F,34889
11927,27/10/1956,Mana,Aingworth,M,26/04/1986
11754,18/05/1958,Malu,Magliocco,F,23/08/1999
10307,20/07/1955,Nikolaos,Leaver,M,33515
10814,17/09/1952,Nidapan,Dymetman,F,17/07/1993
11037,22/05/1952,Lansing,Maliniak,M,28/01/1988
11864,14/06/1952,Pradeep,Kriebel,F,31392
10398,16/07/1958,Shooichi,Escriba,F,33217
10918,26/12/1954,Susumu,Reghbati,M,13/12/1985
11860,29/07/1964,Chriss,DeMori,F,33704
10526,31/12/1963,Kwangho,Theuretzbacher,F,27/02/1988
10998,17/02/1956,Marlo,Kandlur,M,28/06/1992
10136,14/09/1961,Zissis,Pintelas,M,31718
10761,21827,Sumali,Liedekerke,M,30/05/1992
10671,19699,Parviz,Rebaine,M,31990
11985,21894,Baocai,Wiegley,M,18/12/1985
11677,19/02/1958,Shooichi,Luit,F,33581
10137,30/07/1959,Maren,Hutton,M,18/02/1985
11861,22983,Vincent,Claffy,F,28/05/1990
11165,21007,Kolar,Pietrzykowski,M,30/04/1995
10877,23690,Subir,Biron,M,31569
11220,25/06/1962,Sahrah,Figueira,F,24/11/1989
11362,24/11/1963,Tooru,Hockney,M,31322
10169,22345,Sampalli,Snedden,F,1992-07-45
10373,21763,Hongzue,Heijenga,M,26/04/1997
11644,1952-13-08,Sanjit,Zaiane,F,28/01/1991
10375,21073,Dante,Kalafatis,F,29/05/1994
11260,23321,Ingemar,Schade,M,29/09/1993
11139,13/10/1955,Bogdan,Homond,F,24/12/1985
10267,16/01/1956,Shaunak,Cullers,M,35381
11470,22960,Khalid,Michaels,M,26/11/1991
10652,25/04/1960,Danai,Chachaty,M,33209
10943,19/11/1955,Berna,Skafidas,M,19/02/1988
10123,22985,Hinrich,Randi,M,15/01/1993
11479,19402,Shridhar,Pleszkun,X,23/08/1998
11126,23955,Hideo,Daescu,F,25/02/1992
11570,22258,Mayumi,Uchoa,M,32334
10073,23/02/1954,Shir,McClurg,M,33250
10276,27/07/1964,Xuejun,Hempstead,M,21/07/1985
10297,17/06/1956,Narain,Oaver,F,28/05/1986
11316,23053,Ult,Farrar,F,18/07/1997
11687,28/02/1963,Owen,Peak,M,13/01/1986
10942,19214,Toshimitsu,Larfeldt,F,32729
11793,13/08/1960,Barun,Harllee,M,35222
10012,22016,Patricio,Bridgland,M,18/12/1992
11732,14/06/1955,Sanjoy,Ranft,F,31359
11828,15/06/1958,Mikhail,Paciorek,F,14/03/1985
11600,18/07/1961,Yurij,Pardalos,M,30/04/1987
10716,23233,Aiman,Constantine,M,20/08/1985
11762,17/05/1958,Kerhong,Greibach,M,33882
11486,23134,Itzchak,Ramaiah,M,31/05/1985
10851,15/11/1959,Piyawadee,Copas,M,21/11/1994
11382,22740,Akemi,Otillio,M,33334
10150,29/01/1955,Zhenbing,Perng,F,16/11/1986
11881,19153,Arra,Staelin,M,33089
10059,19/09/1953,Alejandro,McAlpine,F,26/06/1991
11474,17/04/1953,Gennady,Akazan,M,26/07/1990
10933,24/01/1965,Juyoung,Seghrouchni,F,34008
10824,20/09/1958,Kirk,Kalsbeek,M,18/03/1985
11429,22/02/1957,Nagui,Kaminger,M,16/10/1986
11111,14/07/1954,Udi,Zastre,F,25/12/1994
10951,20/01/1962,Marco,Iisaku,M,32666
10699,23409,Hatim,Deverell,X,17/11/1985
10561,21375,Serge,Joslin,F,15/12/1990
11899,22472,Bodh,Munke,M,30/12/1995
10118,29/03/1957,Zhonghui,Zyda,F,13/09/1990
11237,21/03/1964,Brendon,Salinas,M,30/03/1986
10679,25/09/1956,Neven,Brender,M,13/05/1990
11162,25/03/1953,Kauko,Narlikar,F,28/03/1985
11872,17/01/1953,Cheong,Riexinger,M,31940
10510,13/02/1960,Keung,Slobodova,F,20/04/1990
11231,28/01/1959,Marit,Narwekar,F,32328
10857,21130,Fusako,Stenning&,F,32967
10077,18/04/1964,Mona,Azuma,M,32907
11188,13/03/1956,Kazuyasu,Kushner,F,23/04/1987
10234,18/01/1961,Arunachalam,Bakhtari,X,19/11/1990
10829,20400,Alper,Narahara,F,22/02/1993
11242,27/12/1958,Jinya,Camurati,F,30/04/1989
10981,22/07/1956,Sugwoo,Dulin,F,32568
10541,20220,Godehard,Eiter,M,28/02/1986
10948a,23/12/1952,Shigehito,Brodie,M,30/09/1996
11250,15/08/1957,Sverrir,Cusworth,M,30/06/1992
11649,19915,Shen,Bernardinello,F,33360
10875,27/10/1958,Filipp,Suri,F,19/05/1988
10672,23/03/1954,Bluma,Zeilberger,M,13/07/1986
10603,20128,Wayne,Restivo,M,20/07/1995
10656,18/06/1962,Sanjay,Litzkow,M,21/06/1988
11172,25/06/1963,Kristian,Sudkamp,F,32665
10713,14/04/1959,Jagoda,Naumovich,M,26/04/1986
11639,23412,Khatoun,Herath,M,18/02/1987
11936,18/11/1956,Oddvar,Jonsson,F,26/05/1993
11389,29/12/1959,Ronnie,Provine,M,14/01/1988
10554,21193,Dines,Gerlach,M,28/11/1990
10583,23439,Prasadram,Stille,F,14/02/1985
10114,16/02/1957,Munir,Demeyer,F,17/07/1992
11811,19486,Herb,Boissier,M,28/03/1992
11511,23413,Arlette,Mikschl,M,33398
10926,13/10/1954,Leni,Eppinger,F,30/04/1990
11858,21/11/1962,Slavian,Baik,M,32488
10630,20005,Bezalel,Katzenelson,F,26/06/1993
11837,26/03/1957,Shigeaki,Sury,F,15/06/1990
11285,23/02/1962,Randy,Koshino,M,35492
10181,22/01/1963,Sibyl,Nooteboom,M,22/06/1988
11050,23/09/1952,Elvis,Katiyar,M,31568
11427,15/08/1963,Haldun,Iisaka,F,25/02/1994
10174,15/05/1959,Badri,Furudate,M,31783
11805,19485,Rosine,Grandbois,M,31056
10960,24/10/1959,Billur,Braunschweig,M,14/03/1988
11873,22167,Venkatesan,Reeken,F,14/11/1998
10968,19/03/1961,Lakshmi,Kolinko,M,31359
10634,19732,Nahid,Chepyzhov,M,33188
11813,27/04/1952,Gita,Muhlberg,F,16/03/1987
10722,21985,Dung,Gornas,M,17/01/1989
10784,27/01/1957,Weijing,Bottner,F,32116
10070,20/08/1955,Reuven,Garigliano,M,14/10/1985
11542,22225,Maia,Kawashima,M,20/06/1985
10378,23506,Takahira,Lichtner,M,30/12/1990
10988,24/06/1955,Chinya,Deyuan,M,19/06/1985
10931,30/06/1963,Abdulla,Beutelspacher,F,14/06/1992
